-----------------------------------------------------------------------------------------------------------------------------

Elevation report for the  watershed     1/1/0001 4:45:44 PM     9/16/2020 12:00:00 AM

-----------------------------------------------------------------------------------------------------------------------------


Statistics:: All elevations reported in meters
-----------

  Min.    Elevation: 558
  Max.    Elevation: 1344
  Mean.   Elevation: 778.58796608352
  Std.    Deviation: 89.3835230543493

                    Elevation          % Area Below Elevation         % Area Watershed

                    901                     95.48                     .17
                    902                     95.65                     .17
                    903                     95.79                     .14
                    904                     95.94                     .15
                    905                     96.09                     .16
                    906                     96.19                     .1
                    907                     96.29                     .1
                    908                     96.41                     .11
                    909                     96.52                     .11
                    910                     96.6                      .08
                    911                     96.69                     .09
                    912                     96.81                     .12
                    913                     96.89                     .09
                    914                     96.97                     .07
                    915                     97.04                     .07
                    916                     97.14                     .1
                    917                     97.21                     .08
                    918                     97.29                     .08
                    919                     97.39                     .1
                    920                     97.46                     .07
                    921                     97.58                     .12
                    922                     97.66                     .07
                    923                     97.73                     .07
                    924                     97.81                     .08
                    925                     97.9                      .09
                    926                     97.98                     .07
                    927                     98.08                     .1
                    928                     98.17                     .09
                    929                     98.25                     .08
                    930                     98.32                     .07
                    931                     98.4                      .08
                    932                     98.48                     .08
                    933                     98.54                     .06
                    934                     98.6                      .06
                    935                     98.68                     .08
                    936                     98.76                     .08
                    937                     98.84                     .08
                    938                     98.91                     .07
                    939                     98.96                     .05
                    940                     99.02                     .06
                    941                     99.11                     .08
                    942                     99.15                     .05
                    943                     99.21                     .06
                    944                     99.26                     .05
                    945                     99.32                     .06
                    946                     99.38                     .06
                    947                     99.46                     .08
                    948                     99.5                      .04
                    949                     99.55                     .04
                    950                     99.6                      .05
                    951                     99.65                     .05
                    952                     99.7                      .05
                    953                     99.76                     .06
                    954                     99.81                     .05
                    955                     99.84                     .04
                    956                     99.86                     .02
                    957                     99.87                     .01
                    958                     99.9                      .03
                    959                     99.92                     .01
                    960                     99.94                     .02
                    961                     99.95                     .01
                    962                     99.96                     .01
                    963                     99.97                     .01
                    964                     99.98                     .01
                    965                     99.99                     .01
                    966                     99.99                     0
                    967                     100                       0
                    968                     100                       0
                    969                     100                       0
-----------------------------------------------------------------------------------------------------------------------------

Subbasin # 21

Statistics: All elevations reported in meters
-----------

  Min.    Elevation: 575
  Max.    Elevation: 769
  Mean.   Elevation: 683.745273245273
  Std.    Deviation: 33.0082977571232

                    Elevation          % Area Below Elevation         % Area Subbasin

                    575                     .01                      .01
                    576                     .03                      .01
                    578                     .05                      .03
                    581                     .06                      .01
                    582                     .09                      .03
                    583                     .1                       .01
                    584                     .16                      .05
                    585                     .19                      .04
                    586                     .22                      .03
                    587                     .28                      .06
                    588                     .4                       .12
                    589                     .58                      .18
                    590                     .71                      .13
                    591                     .88                      .17
                    592                     .93                      .05
                    593                     1.06                      .13
                    594                     1.27                      .21
                    595                     1.55                      .28
                    596                     1.72                      .17
                    597                     1.86                      .14
                    598                     1.97                      .1
                    599                     2.12                      .16
                    600                     2.34                      .22
                    601                     2.5                       .16
                    602                     2.6                       .1
                    603                     2.73                      .13
                    604                     2.81                      .08
                    605                     3                         .19
                    606                     3.08                      .08
                    607                     3.3                       .22
                    608                     3.47                      .17
                    609                     3.6                       .13
                    610                     3.73                      .13
                    611                     3.9                       .17
                    612                     4.05                      .16
                    613                     4.23                      .18
                    614                     4.4                       .17
                    615                     4.53                      .13
                    616                     4.69                      .16
                    617                     4.9                       .21
                    618                     5.04                      .14
                    619                     5.22                      .18
                    620                     5.39                      .17
                    621                     5.57                      .18
                    622                     5.65                      .08
                    623                     5.83                      .18
                    624                     5.97                      .14
                    625                     6.19                      .22
                    626                     6.41                      .22
                    627                     6.66                      .25
                    628                     6.8                       .14
                    629                     7.07                      .27
                    630                     7.3                       .23
                    631                     7.5                       .19
                    632                     7.78                      .28
                    633                     8.21                      .43
                    634                     8.51                      .3
                    635                     8.68                      .17
                    636                     8.97                      .3
                    637                     9.14                      .17
                    638                     9.51                      .36
                    639                     9.91                      .4
                    640                     10.26                     .35
                    641                     10.53                     .27
                    642                     10.88                     .35
                    643                     11.2                      .32
                    644                     11.59                     .39
                    645                     11.94                     .35
                    646                     12.46                     .52
                    647                     13.03                     .57
                    648                     13.48                     .45
                    649                     14.04                     .56
                    650                     14.61                     .57
                    651                     15.16                     .56
                    652                     15.81                     .65
                    653                     16.34                     .53
                    654                     17.08                     .74
                    655                     17.81                     .73
                    656                     18.57                     .76
                    657                     19.43                     .85
                    658                     20.37                     .95
                    659                     21.24                     .87
                    660                     22.2                      .96
                    661                     23.22                     1.02
                    662                     24.02                     .8
                    663                     24.95                     .93
                    664                     26.03                     1.07
                    665                     26.64                     .61
                    666                     27.54                     .91
                    667                     28.65                     1.1
                    668                     29.75                     1.1
                    669                     30.56                     .82
                    670                     31.57                     1.01
                    671                     32.56                     .98
                    672                     33.33                     .78
                    673                     34.18                     .84
                    674                     34.9                      .73
                    675                     35.92                     1.02
                    676                     36.73                     .8
                    677                     37.72                     1
                    678                     38.68                     .96
                    679                     39.6                      .92
                    680                     40.69                     1.09
                    681                     41.63                     .95
                    682                     42.64                     1.01
                    683                     43.94                     1.3
                    684                     45.17                     1.23
                    685                     46.54                     1.37
                    686                     47.62                     1.07
                    687                     48.81                     1.19
                    688                     50.06                     1.26
                    689                     51.61                     1.54
                    690                     52.99                     1.39
                    691                     54.27                     1.28
                    692                     55.69                     1.41
                    693                     56.94                     1.26
                    694                     58.26                     1.32
                    695                     59.73                     1.46
                    696                     60.97                     1.24
                    697                     62.08                     1.11
                    698                     63.3                      1.22
                    699                     64.74                     1.44
                    700                     66.01                     1.27
                    701                     67.3                      1.3
                    702                     68.54                     1.24
                    703                     69.77                     1.23
                    704                     70.91                     1.14
                    705                     72.17                     1.26
                    706                     73.53                     1.36
                    707                     74.95                     1.42
                    708                     76.11                     1.15
                    709                     77.2                      1.09
                    710                     78.48                     1.28
                    711                     79.51                     1.04
                    712                     80.74                     1.23
                    713                     81.84                     1.1
                    714                     83                        1.15
                    715                     83.86                     .87
                    716                     84.68                     .82
                    717                     85.6                      .92
                    718                     86.49                     .89
                    719                     87.35                     .85
                    720                     88.33                     .98
                    721                     89.24                     .91
                    722                     90.07                     .83
                    723                     90.82                     .75
                    724                     91.62                     .8
                    725                     92.29                     .67
                    726                     93.18                     .88
                    727                     93.81                     .63
                    728                     94.3                      .49
                    729                     94.79                     .49
                    730                     95.31                     .52
                    731                     95.91                     .6
                    732                     96.32                     .41
                    733                     96.65                     .32
                    734                     96.9                      .26
                    735                     97.32                     .41
                    736                     97.59                     .27
                    737                     97.85                     .26
                    738                     98.04                     .19
                    739                     98.25                     .21
                    740                     98.51                     .26
                    741                     98.68                     .17
                    742                     98.8                      .12
                    743                     98.95                     .16
                    744                     99.09                     .14
                    745                     99.21                     .12
                    746                     99.33                     .12
                    747                     99.42                     .09
                    748                     99.51                     .09
                    749                     99.55                     .04
                    750                     99.62                     .08
                    751                     99.69                     .06
                    752                     99.72                     .03
                    753                     99.81                     .09
                    754                     99.84                     .04
                    755                     99.86                     .01
                    756                     99.88                     .03
                    757                     99.94                     .05
                    759                     99.96                     .03
                    766                     99.97                     .01
                    769                     100                       .03
-----------------------------------------------------------------------------------------------------------------------------

Subbasin # 22

Statistics: All elevations reported in meters
-----------

  Min.    Elevation: 583
  Max.    Elevation: 818
  Mean.   Elevation: 701.057701956849
  Std.    Deviation: 37.3987644908905

                    Elevation          % Area Below Elevation         % Area Subbasin

                    583                     .01                      .01
                    584                     .02                      .01
                    585                     .03                      .01
                    586                     .04                      .01
                    587                     .07                      .03
                    589                     .09                      .02
                    590                     .11                      .02
                    591                     .13                      .02
                    592                     .14                      .01
                    593                     .17                      .03
                    594                     .2                       .03
                    595                     .25                      .05
                    597                     .27                      .02
                    598                     .3                       .03
                    599                     .31                      .01
                    600                     .34                      .03
                    601                     .37                      .03
                    602                     .39                      .02
                    603                     .42                      .03
                    604                     .44                      .02
                    605                     .49                      .05
                    606                     .51                      .02
                    607                     .55                      .04
                    608                     .57                      .02
                    609                     .61                      .04
                    610                     .63                      .02
                    611                     .68                      .05
                    612                     .7                       .02
                    613                     .73                      .03
                    614                     .78                      .05
                    615                     .79                      .01
                    616                     .82                      .03
                    617                     .84                      .02
                    618                     .86                      .02
                    619                     .89                      .03
                    620                     .93                      .04
                    621                     .94                      .01
                    622                     .96                      .02
                    623                     1.03                      .07
                    625                     1.1                       .07
                    626                     1.17                      .07
                    627                     1.21                      .04
                    628                     1.29                      .08
                    629                     1.34                      .05
                    630                     1.38                      .04
                    631                     1.48                      .09
                    632                     1.63                      .15
                    633                     1.76                      .13
                    634                     1.87                      .11
                    635                     1.93                      .06
                    636                     2.08                      .15
                    637                     2.17                      .09
                    638                     2.3                       .13
                    639                     2.41                      .11
                    640                     2.51                      .1
                    641                     2.57                      .06
                    642                     2.65                      .08
                    643                     2.73                      .08
                    644                     2.86                      .13
                    645                     3.01                      .15
                    646                     3.24                      .23
                    647                     3.45                      .21
                    648                     3.65                      .2
                    649                     3.95                      .3
                    650                     4.27                      .32
                    651                     4.61                      .33
                    652                     5.08                      .47
                    653                     5.6                       .52
                    654                     6.16                      .56
                    655                     6.88                      .72
                    656                     7.79                      .9
                    657                     8.47                      .68
                    658                     9.21                      .74
                    659                     10.01                     .79
                    660                     10.69                     .68
                    661                     11.56                     .87
                    662                     12.45                     .89
                    663                     13.23                     .77
                    664                     14.31                     1.08
                    665                     15.24                     .93
                    666                     16.21                     .96
                    667                     17.38                     1.17
                    668                     18.53                     1.15
                    669                     19.85                     1.31
                    670                     21                        1.15
                    671                     22.14                     1.13
                    672                     23.23                     1.09
                    673                     24.45                     1.21
                    674                     25.62                     1.17
                    675                     26.86                     1.24
                    676                     28.17                     1.3
                    677                     29.51                     1.34
                    678                     30.66                     1.14
                    679                     31.89                     1.23
                    680                     33.25                     1.35
                    681                     34.42                     1.17
                    682                     35.83                     1.4
                    683                     36.87                     1.04
                    684                     38.11                     1.24
                    685                     39.23                     1.11
                    686                     40.35                     1.12
                    687                     41.55                     1.19
                    688                     42.65                     1.1
                    689                     43.86                     1.21
                    690                     44.73                     .86
                    691                     45.76                     1.03
                    692                     46.76                     1
                    693                     47.73                     .96
                    694                     49.02                     1.29
                    695                     50.01                     .98
                    696                     50.97                     .96
                    697                     51.89                     .92
                    698                     52.95                     1.05
                    699                     53.76                     .81
                    700                     54.89                     1.13
                    701                     55.96                     1.06
                    702                     56.95                     .99
                    703                     57.85                     .9
                    704                     58.87                     1.01
                    705                     59.8                      .93
                    706                     60.63                     .83
                    707                     61.56                     .92
                    708                     62.54                     .98
                    709                     63.47                     .93
                    710                     64.47                     .99
                    711                     65.4                      .93
                    712                     66.29                     .89
                    713                     67.08                     .79
                    714                     68.01                     .92
                    715                     68.89                     .88
                    716                     69.56                     .67
                    717                     70.43                     .86
                    718                     71.29                     .86
                    719                     72.11                     .82
                    720                     73.1                      .98
                    721                     73.87                     .77
                    722                     74.58                     .71
                    723                     75.22                     .64
                    724                     75.88                     .65
                    725                     76.51                     .63
                    726                     77.18                     .67
                    727                     77.78                     .6
                    728                     78.52                     .74
                    729                     79.03                     .5
                    730                     79.65                     .62
                    731                     80.25                     .6
                    732                     80.8                      .55
                    733                     81.29                     .49
                    734                     81.76                     .46
                    735                     82.22                     .46
                    736                     82.72                     .5
                    737                     83.14                     .42
                    738                     83.54                     .4
                    739                     83.95                     .41
                    740                     84.32                     .36
                    741                     84.66                     .34
                    742                     85.01                     .35
                    743                     85.37                     .36
                    744                     85.74                     .37
                    745                     86.1                      .36
                    746                     86.44                     .34
                    747                     86.81                     .37
                    748                     87.22                     .4
                    749                     87.56                     .34
                    750                     87.96                     .4
                    751                     88.25                     .29
                    752                     88.69                     .44
                    753                     89.15                     .46
                    754                     89.47                     .32
                    755                     89.74                     .27
                    756                     90.16                     .41
                    757                     90.37                     .21
                    758                     90.71                     .34
                    759                     91.06                     .35
                    760                     91.42                     .36
                    761                     91.72                     .3
                    762                     91.98                     .26
                    763                     92.29                     .31
                    764                     92.62                     .33
                    765                     92.85                     .23
                    766                     93.2                      .34
                    767                     93.51                     .31
                    768                     93.94                     .43
                    769                     94.15                     .21
                    770                     94.39                     .24
                    771                     94.72                     .33
                    772                     95.07                     .35
                    773                     95.3                      .23
                    774                     95.5                      .2
                    775                     95.7                      .2
                    776                     95.97                     .26
                    777                     96.35                     .38
                    778                     96.49                     .14
                    779                     96.72                     .23
                    780                     96.98                     .26
                    781                     97.2                      .22
                    782                     97.36                     .16
                    783                     97.49                     .13
                    784                     97.66                     .17
                    785                     97.83                     .17
                    786                     98.01                     .18
                    787                     98.16                     .15
                    788                     98.28                     .12
                    789                     98.45                     .17
                    790                     98.54                     .09
                    791                     98.61                     .06
                    792                     98.7                      .09
                    793                     98.8                      .1
                    794                     98.91                     .11
                    795                     98.99                     .08
                    796                     99.1                      .11
                    797                     99.15                     .05
                    798                     99.25                     .1
                    799                     99.3                      .05
                    800                     99.41                     .11
                    801                     99.46                     .05
                    802                     99.51                     .05
                    803                     99.56                     .05
                    804                     99.61                     .05
                    805                     99.64                     .03
                    806                     99.7                      .06
                    807                     99.75                     .05
                    808                     99.76                     .01
                    809                     99.8                      .04
                    810                     99.81                     .01
                    811                     99.85                     .04
                    812                     99.86                     .01
                    813                     99.9                      .04
                    814                     99.93                     .03
                    815                     99.96                     .03
                    816                     99.97                     .01
                    818                     100                       .03
-----------------------------------------------------------------------------------------------------------------------------

Subbasin # 23

Statistics: All elevations reported in meters
-----------

  Min.    Elevation: 637
  Max.    Elevation: 888
  Mean.   Elevation: 741.583680981595
  Std.    Deviation: 52.1258705275286

                    Elevation          % Area Below Elevation         % Area Subbasin

                    637                     .01                      .01
                    638                     .01                      .01
                    640                     .02                      .01
                    641                     .03                      .01
                    642                     .05                      .02
                    643                     .09                      .04
                    644                     .11                      .02
                    645                     .16                      .05
                    646                     .18                      .02
                    647                     .23                      .05
                    648                     .27                      .04
                    649                     .34                      .07
                    650                     .38                      .04
                    651                     .42                      .04
                    652                     .5                       .09
                    653                     .58                      .07
                    654                     .69                      .11
                    655                     .74                      .06
                    656                     .81                      .07
                    657                     .93                      .12
                    658                     1.06                      .13
                    659                     1.26                      .2
                    660                     1.4                       .14
                    661                     1.56                      .17
                    662                     1.72                      .16
                    663                     1.95                      .23
                    664                     2.24                      .29
                    665                     2.51                      .27
                    666                     2.8                       .29
                    667                     3.15                      .34
                    668                     3.47                      .33
                    669                     4.01                      .54
                    670                     4.43                      .42
                    671                     4.97                      .54
                    672                     5.5                       .53
                    673                     6                         .5
                    674                     6.6                       .6
                    675                     7.31                      .71
                    676                     8.06                      .75
                    677                     8.77                      .71
                    678                     9.48                      .71
                    679                     10.24                     .76
                    680                     11.07                     .83
                    681                     11.89                     .82
                    682                     12.63                     .74
                    683                     13.43                     .8
                    684                     14.29                     .86
                    685                     15.1                      .81
                    686                     15.91                     .81
                    687                     16.82                     .91
                    688                     17.66                     .83
                    689                     18.55                     .9
                    690                     19.48                     .93
                    691                     20.37                     .89
                    692                     21.3                      .93
                    693                     22.36                     1.06
                    694                     23.36                     1.01
                    695                     24.17                     .8
                    696                     24.88                     .71
                    697                     25.55                     .67
                    698                     26.44                     .89
                    699                     27.36                     .92
                    700                     28.08                     .72
                    701                     28.78                     .7
                    702                     29.64                     .87
                    703                     30.47                     .82
                    704                     31.26                     .79
                    705                     32.07                     .81
                    706                     32.88                     .82
                    707                     33.6                      .71
                    708                     34.31                     .72
                    709                     35.12                     .8
                    710                     35.87                     .75
                    711                     36.72                     .85
                    712                     37.4                      .69
                    713                     38.11                     .71
                    714                     38.79                     .67
                    715                     39.58                     .79
                    716                     40.15                     .57
                    717                     40.83                     .69
                    718                     41.58                     .75
                    719                     42.25                     .67
                    720                     42.98                     .72
                    721                     43.63                     .66
                    722                     44.22                     .59
                    723                     44.93                     .71
                    724                     45.65                     .72
                    725                     46.23                     .58
                    726                     46.82                     .58
                    727                     47.39                     .57
                    728                     48.13                     .75
                    729                     48.69                     .56
                    730                     49.3                      .61
                    731                     49.8                      .5
                    732                     50.38                     .58
                    733                     50.9                      .52
                    734                     51.48                     .58
                    735                     52                        .52
                    736                     52.56                     .56
                    737                     53.1                      .55
                    738                     53.56                     .45
                    739                     54.04                     .48
                    740                     54.53                     .49
                    741                     54.96                     .44
                    742                     55.33                     .37
                    743                     55.77                     .44
                    744                     56.21                     .44
                    745                     56.65                     .44
                    746                     57.2                      .55
